選舉區,姓名,性別,參選年齡,推薦之政黨,抽籤號次,公職類別
臺北市第1選舉區,林延鳳,女,40,民主進步黨,1,直轄市議員
臺北市第1選舉區,陳賢蔚,男,45,民主進步黨,2,直轄市議員
臺北市第1選舉區,李光輝,男,60,無,3,直轄市議員
臺北市第1選舉區,林杏兒,女,41,中國國民黨,4,直轄市議員
臺北市第1選舉區,汪志冰,女,65,中國國民黨,5,直轄市議員
臺北市第1選舉區,林世宗,男,63,民主進步黨,6,直轄市議員
臺北市第1選舉區,陳重文,男,45,中國國民黨,7,直轄市議員
臺北市第1選舉區,劉仕傑,男,42,時代力量,8,直轄市議員
臺北市第1選舉區,陳慈慧,女,39,民主進步黨,9,直轄市議員
臺北市第1選舉區,鍾佩玲,女,43,民主進步黨,10,直轄市議員
臺北市第1選舉區,侯漢廷,男,34,新黨,11,直轄市議員
臺北市第1選舉區,郝淑薏,女,52,無,12,直轄市議員
臺北市第1選舉區,黃瀞瑩,女,30,台灣民眾黨,13,直轄市議員
臺北市第1選舉區,林瑞圖,男,66,無,14,直轄市議員
臺北市第1選舉區,陳思宇,女,36,台灣民眾黨,15,直轄市議員
臺北市第1選舉區,張渝江,男,50,無,16,直轄市議員
臺北市第1選舉區,林志穎,男,41,無,17,直轄市議員
臺北市第1選舉區,鄭穎隆,男,49,共和黨,18,直轄市議員
臺北市第1選舉區,王郁揚,男,36,金色力量黨,19,直轄市議員
臺北市第1選舉區,張斯綱,男,51,中國國民黨,20,直轄市議員
臺北市第1選舉區,蘇府庭,男,64,無,21,直轄市議員
臺北市第1選舉區,黃郁芬,女,32,無,22,直轄市議員
臺北市第1選舉區,楊靜宇,男,61,無,23,直轄市議員
臺北市第1選舉區,項豪,男,41,中國國家社會主義勞工黨,24,直轄市議員
臺北市第1選舉區,陳政忠,男,67,無,25,直轄市議員
臺北市第2選舉區,陳志明,男,46,時代力量,1,直轄市議員
臺北市第2選舉區,劉榮之,男,45,新黨,2,直轄市議員
臺北市第2選舉區,江志銘,男,60,民主進步黨,3,直轄市議員
臺北市第2選舉區,李明賢,男,49,中國國民黨,4,直轄市議員
臺北市第2選舉區,吳世正,男,59,中國國民黨,5,直轄市議員
臺北市第2選舉區,王孝維,男,61,民主進步黨,6,直轄市議員
臺北市第2選舉區,陳宥丞,男,36,台灣民眾黨,7,直轄市議員
臺北市第2選舉區,何孟樺,女,33,民主進步黨,8,直轄市議員
臺北市第2選舉區,吳欣岱,女,35,台灣基進,9,直轄市議員
臺北市第2選舉區,李建昌,男,60,民主進步黨,10,直轄市議員
臺北市第2選舉區,闕枚莎,女,50,中國國民黨,11,直轄市議員
臺北市第2選舉區,游淑慧,女,46,中國國民黨,12,直轄市議員
臺北市第2選舉區,李彥秀,女,51,中國國民黨,13,直轄市議員
臺北市第3選舉區,郭榮先,男,43,新黨,1,直轄市議員
臺北市第3選舉區,張文潔,女,38,民主進步黨,2,直轄市議員
臺北市第3選舉區,許家蓓,女,45,民主進步黨,3,直轄市議員
臺北市第3選舉區,吳蕚洋,男,62,無,4,直轄市議員
臺北市第3選舉區,林柏勛,男,39,時代力量,5,直轄市議員
臺北市第3選舉區,楊寶楨,女,33,台灣民眾黨,6,直轄市議員
臺北市第3選舉區,洪士奇,男,60,無,7,直轄市議員
臺北市第3選舉區,秦慧珠,女,67,中國國民黨,8,直轄市議員
臺北市第3選舉區,詹為元,男,39,中國國民黨,9,直轄市議員
臺北市第3選舉區,高毓安,男,29,無,10,直轄市議員
臺北市第3選舉區,徐巧芯,女,33,中國國民黨,11,直轄市議員
臺北市第3選舉區,戴錫欽,男,56,中國國民黨,12,直轄市議員
臺北市第3選舉區,許淑華,女,49,民主進步黨,13,直轄市議員
臺北市第3選舉區,王鴻薇,女,58,中國國民黨,14,直轄市議員
臺北市第3選舉區,吳崢,男,33,無,15,直轄市議員
臺北市第3選舉區,洪健益,男,52,民主進步黨,16,直轄市議員
臺北市第4選舉區,陳怡君,女,43,民主進步黨,1,直轄市議員
臺北市第4選舉區,高世俊,男,36,中國國民黨,2,直轄市議員
臺北市第4選舉區,林婕麗,女,56,新黨,3,直轄市議員
臺北市第4選舉區,林亮君,女,33,無,4,直轄市議員
臺北市第4選舉區,陳炳甫,男,51,中國國民黨,5,直轄市議員
臺北市第4選舉區,王世堅,男,62,民主進步黨,6,直轄市議員
臺北市第4選舉區,連紹傑,男,37,小民參政歐巴桑聯盟,7,直轄市議員
臺北市第4選舉區,柳采葳,女,32,中國國民黨,8,直轄市議員
臺北市第4選舉區,葉林傳,男,53,中國國民黨,9,直轄市議員
臺北市第4選舉區,顏若芳,女,37,民主進步黨,10,直轄市議員
臺北市第4選舉區,徐千淳,女,36,時代力量,11,直轄市議員
臺北市第4選舉區,梁文傑,男,51,民主進步黨,12,直轄市議員
臺北市第4選舉區,林珍羽,女,35,台灣民眾黨,13,直轄市議員
臺北市第5選舉區,劉耀仁,男,54,民主進步黨,1,直轄市議員
臺北市第5選舉區,郭智亭,男,42,無,2,直轄市議員
臺北市第5選舉區,鍾小平,男,60,中國國民黨,3,直轄市議員
臺北市第5選舉區,吳沛憶,女,35,民主進步黨,4,直轄市議員
臺北市第5選舉區,徐立信,男,47,無,5,直轄市議員
臺北市第5選舉區,吳志剛,男,51,中國國民黨,6,直轄市議員
臺北市第5選舉區,曾琳詒,女,31,台灣動物保護黨,7,直轄市議員
臺北市第5選舉區,吳怡萱,女,33,台灣民眾黨,8,直轄市議員
臺北市第5選舉區,邵維倫,男,40,民主進步黨,9,直轄市議員
臺北市第5選舉區,李有宜,女,32,無,10,直轄市議員
臺北市第5選舉區,張榮法,男,50,新黨,11,直轄市議員
臺北市第5選舉區,應曉薇,女,58,中國國民黨,12,直轄市議員
臺北市第5選舉區,李菁琪,女,34,綠黨,13,直轄市議員
臺北市第5選舉區,王麒傑,男,32,無,14,直轄市議員
臺北市第5選舉區,陳樹霖,男,70,無,15,直轄市議員
臺北市第5選舉區,郭昭巖,女,53,中國國民黨,16,直轄市議員
臺北市第5選舉區,洪婉臻,女,39,民主進步黨,17,直轄市議員
臺北市第5選舉區,呂增塔,男,58,無,18,直轄市議員
臺北市第6選舉區,張幸松,男,64,台灣民眾黨,1,直轄市議員
臺北市第6選舉區,張四維,男,68,無,2,直轄市議員
臺北市第6選舉區,林泓泰,男,32,時代力量,3,直轄市議員
臺北市第6選舉區,曾獻瑩,男,46,無,4,直轄市議員
臺北市第6選舉區,王閔生,男,47,民主進步黨,5,直轄市議員
臺北市第6選舉區,華珮君,女,34,台灣動物保護黨,6,直轄市議員
臺北市第6選舉區,鄭淑娟,女,43,無,7,直轄市議員
臺北市第6選舉區,詹晉鑒,男,40,民主進步黨,8,直轄市議員
臺北市第6選舉區,高揚凱,男,38,中國國民黨,9,直轄市議員
臺北市第6選舉區,李柏毅,男,41,中國國民黨,10,直轄市議員
臺北市第6選舉區,蘇恆,女,37,無,11,直轄市議員
臺北市第6選舉區,林岳龍,男,41,新黨,12,直轄市議員
臺北市第6選舉區,趙怡翔,男,34,民主進步黨,13,直轄市議員
臺北市第6選舉區,張志豪,男,50,台灣民眾黨,14,直轄市議員
臺北市第6選舉區,鍾沛君,女,38,中國國民黨,15,直轄市議員
臺北市第6選舉區,徐正文,男,56,無,16,直轄市議員
臺北市第6選舉區,徐弘庭,男,40,中國國民黨,17,直轄市議員
臺北市第6選舉區,王欣儀,女,52,中國國民黨,18,直轄市議員
臺北市第6選舉區,苗博雅,女,35,社會民主黨,19,直轄市議員
臺北市第6選舉區,陳錦祥,男,63,中國國民黨,20,直轄市議員
臺北市第6選舉區,林穎孟,女,39,無,21,直轄市議員
臺北市第6選舉區,簡舒培,女,45,民主進步黨,22,直轄市議員
臺北市第6選舉區,林元敏,男,47,無,23,直轄市議員
臺北市第6選舉區,鄭建炘,男,47,臺灣人民共產黨,24,直轄市議員
臺北市第6選舉區,耿葳,女,32,中國國民黨,25,直轄市議員
臺北市第6選舉區,楊植斗,男,30,中國國民黨,26,直轄市議員
臺北市第6選舉區,陳聖文,男,24,民主進步黨,27,直轄市議員
臺北市第7選舉區,吳郁瑾 Sawmah Kawlo,女,38,民主進步黨,1,直轄市議員
臺北市第7選舉區,李芳儒,男,53,中國國民黨,2,直轄市議員
臺北市第8選舉區,李傅中武,男,49,中國國民黨,1,直轄市議員
臺北市第8選舉區,陳慧君 Mulas．Ismahasan,女,37,民主進步黨,2,直轄市議員
臺北市第8選舉區,高為人Sayun Watan,女,31,無,3,直轄市議員
新北市第1選舉區,鄭宇恩,女,36,民主進步黨,1,直轄市議員
新北市第1選舉區,陳偉杰,男,44,中國國民黨,2,直轄市議員
新北市第1選舉區,彭莉惠,女,46,民主進步黨,3,直轄市議員
新北市第1選舉區,陳靜儀,女,54,台灣民眾黨,4,直轄市議員
新北市第1選舉區,陳家琪,女,45,中國國民黨,5,直轄市議員
新北市第1選舉區,蔡錦賢,男,73,無黨團結聯盟,6,直轄市議員
新北市第2選舉區,李宇翔,男,30,民主進步黨,1,直轄市議員
新北市第2選舉區,郭原佑,男,26,無,2,直轄市議員
新北市第2選舉區,蔡淑君,女,52,中國國民黨,3,直轄市議員
新北市第2選舉區,董俊宏,男,53,台灣基進,4,直轄市議員
新北市第2選舉區,陳明義,男,55,中國國民黨,5,直轄市議員
新北市第2選舉區,宋明宗,男,55,中國國民黨,6,直轄市議員
新北市第2選舉區,賴秋媚,女,59,民主進步黨,7,直轄市議員
新北市第2選舉區,黃琦翔,男,46,台灣民眾黨,8,直轄市議員
新北市第3選舉區,張志宏,男,53,無,1,直轄市議員
新北市第3選舉區,黃聖超,男,52,中國國民黨,2,直轄市議員
新北市第3選舉區,陳炫銘,男,48,無,3,直轄市議員
新北市第3選舉區,邱吉均,男,64,無,4,直轄市議員
新北市第3選舉區,許明偉,男,41,無,6,直轄市議員
新北市第3選舉區,郭岱軒,男,38,無,7,直轄市議員
新北市第3選舉區,陳世軒,男,27,台灣民眾黨,8,直轄市議員
新北市第3選舉區,蔡健棠,男,59,中國國民黨,9,直轄市議員
新北市第3選舉區,林秉宥,男,39,民主進步黨,10,直轄市議員
新北市第3選舉區,何語蓉,女,45,小民參政歐巴桑聯盟,11,直轄市議員
新北市第3選舉區,蔣根煌,男,59,中國國民黨,12,直轄市議員
新北市第3選舉區,陳科名,男,52,無,13,直轄市議員
新北市第3選舉區,翁震州,男,36,民主進步黨,14,直轄市議員
新北市第3選舉區,鍾宏仁,男,65,民主進步黨,15,直轄市議員
新北市第3選舉區,吳香君,女,31,時代力量,16,直轄市議員
新北市第3選舉區,陳吉,男,54,無,17,直轄市議員
新北市第3選舉區,戴湘儀,女,31,中國國民黨,18,直轄市議員
新北市第4選舉區,陳啟能,男,63,民主進步黨,1,直轄市議員
新北市第4選舉區,王威元,男,41,中國國民黨,2,直轄市議員
新北市第4選舉區,陳俊霖,男,40,台灣民眾黨,3,直轄市議員
新北市第4選舉區,李余典,男,64,民主進步黨,4,直轄市議員
新北市第4選舉區,陳宛毓,女,34,小民參政歐巴桑聯盟,5,直轄市議員
新北市第4選舉區,黃桂蘭,女,65,中國國民黨,6,直轄市議員
新北市第4選舉區,邱婷蔚,女,42,民主進步黨,7,直轄市議員
新北市第4選舉區,彭佳芸,女,40,民主進步黨,8,直轄市議員
新北市第4選舉區,李倩萍,女,52,民主進步黨,9,直轄市議員
新北市第4選舉區,李翁月娥,女,64,無,10,直轄市議員
新北市第4選舉區,林鼎超,男,40,中國國民黨,11,直轄市議員
新北市第4選舉區,顏蔚慈,女,36,民主進步黨,12,直轄市議員
新北市第4選舉區,吳訓孝,男,33,中國國民黨,13,直轄市議員
新北市第4選舉區,王景弘,男,36,時代力量,14,直轄市議員
新北市第4選舉區,董俊良,男,52,新黨,15,直轄市議員
新北市第5選舉區,林國春,男,54,中國國民黨,1,直轄市議員
新北市第5選舉區,劉美芳,女,44,中國國民黨,2,直轄市議員
新北市第5選舉區,曾煥嘉,男,46,中國國民黨,3,直轄市議員
新北市第5選舉區,吳達偉,男,38,台灣民眾黨,4,直轄市議員
新北市第5選舉區,王淑慧,女,67,無,5,直轄市議員
新北市第5選舉區,戴瑋姗,女,32,民主進步黨,6,直轄市議員
新北市第5選舉區,彭盛韶,男,38,時代力量,7,直轄市議員
新北市第5選舉區,周勝考,男,66,中國國民黨,8,直轄市議員
新北市第5選舉區,顏維勲,男,43,無,9,直轄市議員
新北市第5選舉區,張淑惠,女,51,小民參政歐巴桑聯盟,10,直轄市議員
新北市第5選舉區,李婉鈺,女,50,無,11,直轄市議員
新北市第5選舉區,郭柏成,男,55,無,12,直轄市議員
新北市第5選舉區,陳玉鳳,女,50,中國和平統一黨,13,直轄市議員
新北市第5選舉區,葉元之,男,48,中國國民黨,14,直轄市議員
新北市第5選舉區,山田摩衣,女,32,民主進步黨,15,直轄市議員
新北市第5選舉區,黃俊哲,男,44,民主進步黨,16,直轄市議員
新北市第5選舉區,阮橋本,男,52,無,17,直轄市議員
新北市第5選舉區,黃淑君,女,33,民主進步黨,18,直轄市議員
新北市第5選舉區,張家維,男,49,無,19,直轄市議員
新北市第5選舉區,廖裕德,男,71,無黨團結聯盟,20,直轄市議員
新北市第5選舉區,石一佑,女,56,民主進步黨,21,直轄市議員
新北市第6選舉區,蔡明璋,男,57,新黨,1,直轄市議員
新北市第6選舉區,陳逸展,男,39,無,2,直轄市議員
新北市第6選舉區,邱烽堯,男,49,中國國民黨,3,直轄市議員
新北市第6選舉區,金瑞龍,男,53,中國國民黨,4,直轄市議員
新北市第6選舉區,李正皓,男,38,無,5,直轄市議員
新北市第6選舉區,游輝宂,男,39,中國國民黨,6,直轄市議員
新北市第6選舉區,陳錦錠,女,68,中國國民黨,7,直轄市議員
新北市第6選舉區,張維倩,女,37,民主進步黨,8,直轄市議員
新北市第6選舉區,張嘉玲,女,47,民主進步黨,9,直轄市議員
新北市第6選舉區,張志豪,男,41,民主進步黨,10,直轄市議員
新北市第6選舉區,王如意,女,44,台灣民眾黨,11,直轄市議員
新北市第7選舉區,陳鴻源,男,55,中國國民黨,1,直轄市議員
新北市第7選舉區,連斐璠,女,63,中國國民黨,2,直轄市議員
新北市第7選舉區,蕭蒼澤,男,57,台灣維新,3,直轄市議員
新北市第7選舉區,羅文崇,男,58,民主進步黨,4,直轄市議員
新北市第7選舉區,許昭興,女,51,民主進步黨,5,直轄市議員
新北市第8選舉區,彭一書,男,41,民主進步黨,1,直轄市議員
新北市第8選舉區,江怡臻,女,40,中國國民黨,2,直轄市議員
新北市第8選舉區,黃永昌,男,60,中國國民黨,3,直轄市議員
新北市第8選舉區,王正,男,37,勞動黨,4,直轄市議員
新北市第8選舉區,張昭隆,男,56,台灣民眾黨,5,直轄市議員
新北市第8選舉區,洪佳君,女,45,中國國民黨,6,直轄市議員
新北市第8選舉區,蘇泓欽,男,43,無,7,直轄市議員
新北市第8選舉區,曾進益,男,58,民主進步黨,8,直轄市議員
新北市第8選舉區,歐金獅,男,70,無,9,直轄市議員
新北市第8選舉區,高乃芸,女,29,民主進步黨,10,直轄市議員
新北市第8選舉區,廖宜琨,男,40,民主進步黨,11,直轄市議員
新北市第8選舉區,呂家愷,男,33,中國國民黨,12,直轄市議員
新北市第8選舉區,陳世榮,男,65,無,13,直轄市議員
新北市第8選舉區,林金結,男,54,中國國民黨,14,直轄市議員
新北市第8選舉區,林銘仁,男,62,民主進步黨,15,直轄市議員
新北市第8選舉區,簡元泰,男,43,無,16,直轄市議員
新北市第8選舉區,卓冠廷,男,36,民主進步黨,17,直轄市議員
新北市第9選舉區,陳乃瑜,女,40,民主進步黨,1,直轄市議員
新北市第9選舉區,陳儀君,女,49,中國國民黨,2,直轄市議員
新北市第9選舉區,張凱鈞,男,45,台灣民眾黨,3,直轄市議員
新北市第9選舉區,陳永福,男,64,民主進步黨,4,直轄市議員
新北市第9選舉區,黃心華,男,46,中國國民黨,5,直轄市議員
新北市第9選舉區,劉哲彰,男,50,中國國民黨,6,直轄市議員
新北市第10選舉區,蕭敬嚴,男,30,中國國民黨,1,直轄市議員
新北市第10選舉區,林裔綺,女,54,民主進步黨,2,直轄市議員
新北市第11選舉區,彭立信,男,49,台灣民眾黨,1,直轄市議員
新北市第11選舉區,周雅玲,女,54,民主進步黨,2,直轄市議員
新北市第11選舉區,廖先翔,男,34,中國國民黨,3,直轄市議員
新北市第11選舉區,白珮茹,女,47,中國國民黨,4,直轄市議員
新北市第11選舉區,黃瑞傳,男,72,無,5,直轄市議員
新北市第11選舉區,張錦豪,男,43,民主進步黨,6,直轄市議員
新北市第12選舉區,達佶祐．卡造Takiyo．Kacaw,男,53,台灣民眾黨,1,直轄市議員
新北市第12選舉區,吳國譽La．Is．Amid,男,41,中國國民黨,2,直轄市議員
新北市第12選舉區,宋雨蓁Nikar．Falong,女,41,無,3,直轄市議員
新北市第12選舉區,藞妏．尼卡兒,女,56,無,4,直轄市議員
新北市第12選舉區,楊春妹,女,61,中國國民黨,5,直轄市議員
新北市第12選舉區,蘇錦雄Paylang．Caya,男,58,民主進步黨,6,直轄市議員
新北市第12選舉區,楊曉君,女,50,無,7,直轄市議員
新北市第12選舉區,林霈宸,女,50,新黨,8,直轄市議員
新北市第13選舉區,楊萬金,男,65,無,1,直轄市議員
新北市第13選舉區,馬見Lahuy．Ipin,男,30,無黨團結聯盟,2,直轄市議員
新北市第13選舉區,林家豪,男,39,台灣民眾黨,3,直轄市議員
新北市第13選舉區,何應明,男,53,中國國民黨,4,直轄市議員
桃園市第1選舉區,藍士博,男,40,台灣基進,1,直轄市議員
桃園市第1選舉區,黃成峻,男,44,台灣民眾黨,2,直轄市議員
桃園市第1選舉區,簡智翔,男,42,時代力量,3,直轄市議員
桃園市第1選舉區,袁慧心,女,57,無,4,直轄市議員
桃園市第1選舉區,黃婉如,女,68,中國國民黨,5,直轄市議員
桃園市第1選舉區,凌濤,男,33,中國國民黨,6,直轄市議員
桃園市第1選舉區,林政賢,男,63,中國國民黨,7,直轄市議員
桃園市第1選舉區,連俊男,男,39,無,8,直轄市議員
桃園市第1選舉區,詹江村,男,59,中國國民黨,9,直轄市議員
桃園市第1選舉區,朱智菁,女,42,民主進步黨,10,直轄市議員
桃園市第1選舉區,彭沛妤,女,34,無,11,直轄市議員
桃園市第1選舉區,黃進仕,男,49,無,12,直轄市議員
桃園市第1選舉區,呂儀恬,女,34,無,13,直轄市議員
桃園市第1選舉區,余信憲,男,33,民主進步黨,14,直轄市議員
桃園市第1選舉區,于北辰,男,54,無,15,直轄市議員
桃園市第1選舉區,陳美梅,女,48,中國國民黨,16,直轄市議員
桃園市第1選舉區,李光達,男,56,民主進步黨,17,直轄市議員
桃園市第1選舉區,沈佩玲,女,43,小民參政歐巴桑聯盟,18,直轄市議員
桃園市第1選舉區,黃家齊,男,32,民主進步黨,19,直轄市議員
桃園市第1選舉區,陳品杰,男,47,無,20,直轄市議員
桃園市第1選舉區,李曉鐘,男,63,中國國民黨,21,直轄市議員
桃園市第1選舉區,李柏瑟,女,60,民主進步黨,22,直轄市議員
桃園市第1選舉區,張凱翔,男,46,無,23,直轄市議員
桃園市第1選舉區,羅岳峰,男,36,無,24,直轄市議員
桃園市第1選舉區,官正平,男,52,無,25,直轄市議員
桃園市第1選舉區,黃瓊慧,女,38,民主進步黨,26,直轄市議員
桃園市第1選舉區,張碩芳,女,38,中國國民黨,27,直轄市議員
桃園市第2選舉區,陳葦澤,男,25,時代力量,1,直轄市議員
桃園市第2選舉區,簡僑亨,男,45,台灣民眾黨,2,直轄市議員
桃園市第2選舉區,李宗豪,男,29,民主進步黨,3,直轄市議員
桃園市第2選舉區,牛煦庭,男,32,無,4,直轄市議員
桃園市第2選舉區,黃偉群,男,45,無,5,直轄市議員
桃園市第2選舉區,孫韻璇,女,43,中國國民黨,6,直轄市議員
桃園市第2選舉區,陳雅倫,女,31,民主進步黨,7,直轄市議員
桃園市第2選舉區,林明義,男,54,中國國民黨,8,直轄市議員
桃園市第2選舉區,陳泓維,男,35,無,9,直轄市議員
桃園市第3選舉區,許家睿,男,33,民主進步黨,1,直轄市議員
桃園市第3選舉區,楊朝偉,男,55,中國國民黨,2,直轄市議員
桃園市第3選舉區,伍世文,男,52,無,3,直轄市議員
桃園市第3選舉區,呂宇晟,男,33,時代力量,4,直轄市議員
桃園市第3選舉區,段樹文,男,59,無,5,直轄市議員
桃園市第3選舉區,呂林小鳳,女,58,民主進步黨,6,直轄市議員
桃園市第3選舉區,朱珍瑤,女,39,中國國民黨,7,直轄市議員
桃園市第3選舉區,蔡永芳,男,51,民主進步黨,8,直轄市議員
桃園市第3選舉區,張碩芬,女,42,中國國民黨,9,直轄市議員
桃園市第3選舉區,趙宏勳,男,52,無,10,直轄市議員
桃園市第3選舉區,邱述文,男,38,無,11,直轄市議員
桃園市第4選舉區,余適霖,男,59,無,1,直轄市議員
桃園市第4選舉區,郭麗華,女,57,民主進步黨,2,直轄市議員
桃園市第4選舉區,張桂綿,女,47,中國國民黨,3,直轄市議員
桃園市第4選舉區,黃國晏,男,41,台灣民眾黨,4,直轄市議員
桃園市第4選舉區,林志評,男,49,無,5,直轄市議員
桃園市第4選舉區,許清順,男,57,民主進步黨,6,直轄市議員
桃園市第4選舉區,林宥辰,男,42,無,7,直轄市議員
桃園市第4選舉區,徐鈺雯,女,42,時代力量,8,直轄市議員
桃園市第4選舉區,錢龍,男,31,中國國民黨,9,直轄市議員
桃園市第4選舉區,劉勝全,男,53,民主進步黨,10,直轄市議員
桃園市第5選舉區,林清松,男,67,無,1,直轄市議員
桃園市第5選舉區,徐其萬,男,64,中國國民黨,2,直轄市議員
桃園市第5選舉區,游吾和,男,59,民主進步黨,3,直轄市議員
桃園市第6選舉區,陳治文,女,52,民主進步黨,1,直轄市議員
桃園市第6選舉區,李柏坊,男,64,中國國民黨,2,直轄市議員
桃園市第6選舉區,徐慈檉,男,28,台灣民眾黨,3,直轄市議員
桃園市第7選舉區,徐景文,男,60,民主進步黨,1,直轄市議員
桃園市第7選舉區,謝美英,女,52,無,2,直轄市議員
桃園市第7選舉區,謝克洋,男,29,中國國民黨,3,直轄市議員
桃園市第7選舉區,劉曾玉春,女,68,無,4,直轄市議員
桃園市第7選舉區,彭俊豪,男,40,民主進步黨,5,直轄市議員
桃園市第7選舉區,黃柏儒,男,27,無,6,直轄市議員
桃園市第7選舉區,李荳芽,女,44,小民參政歐巴桑聯盟,7,直轄市議員
桃園市第7選舉區,林佳瑋,女,36,時代力量,8,直轄市議員
桃園市第7選舉區,張曉昀,女,35,民主進步黨,9,直轄市議員
桃園市第7選舉區,黃崇真,男,40,民主進步黨,10,直轄市議員
桃園市第7選舉區,吳正吉,男,51,無,11,直轄市議員
桃園市第7選舉區,邱仁德,男,51,無,12,直轄市議員
桃園市第7選舉區,葉明月,女,62,中國國民黨,13,直轄市議員
桃園市第7選舉區,邱奕勝,男,62,中國國民黨,14,直轄市議員
桃園市第7選舉區,吳嘉和,男,59,中國國民黨,15,直轄市議員
桃園市第7選舉區,簡維成,男,41,無,16,直轄市議員
桃園市第7選舉區,魏筠,女,42,民主進步黨,17,直轄市議員
