選舉區,姓名,性別,參選年齡,推薦之政黨,抽籤號次,公職類別
花蓮縣第1選舉區,吳東昇,男,52,中國國民黨,11,縣市議員
花蓮縣第1選舉區,胡仁順,男,39,民主進步黨,12,縣市議員
花蓮縣第2選舉區,邱光明,男,71,中國國民黨,1,縣市議員
花蓮縣第2選舉區,鄭寶秀,女,68,中國國民黨,2,縣市議員
花蓮縣第2選舉區,陳財能,男,57,民主進步黨,3,縣市議員
花蓮縣第3選舉區,林則葹,女,38,民主進步黨,1,縣市議員
花蓮縣第3選舉區,林品仰,男,40,中國國民黨,2,縣市議員
花蓮縣第3選舉區,徐雪玉,女,61,中國國民黨,3,縣市議員
花蓮縣第3選舉區,吳建志,男,42,中國國民黨,4,縣市議員
花蓮縣第3選舉區,陳慶元,男,31,時代力量,5,縣市議員
花蓮縣第3選舉區,張峻,男,48,無,6,縣市議員
花蓮縣第3選舉區,潘璿安,男,49,台灣民眾黨,7,縣市議員
花蓮縣第3選舉區,王格致,男,31,民主進步黨,8,縣市議員
花蓮縣第3選舉區,蔡文隆,男,53,中國國民黨,9,縣市議員
花蓮縣第3選舉區,王能昌,男,55,無,10,縣市議員
花蓮縣第3選舉區,鄭乾龍,男,58,無,11,縣市議員
花蓮縣第3選舉區,張正治,男,56,中國國民黨,12,縣市議員
花蓮縣第3選舉區,黃馨,女,68,中國國民黨,13,縣市議員
花蓮縣第3選舉區,沈君茹,女,60,無,14,縣市議員
花蓮縣第3選舉區,林源富,男,48,無,15,縣市議員
花蓮縣第4選舉區,陳志明,男,53,無,1,縣市議員
花蓮縣第4選舉區,黃玲蘭,女,59,無,2,縣市議員
花蓮縣第4選舉區,鍾素政,女,61,中國國民黨,3,縣市議員
花蓮縣第4選舉區,詹金富,男,61,中國國民黨,4,縣市議員
花蓮縣第4選舉區,陳飛廷,男,40,民主進步黨,5,縣市議員
花蓮縣第5選舉區,笛布斯．顗賚,女,50,無,1,縣市議員
花蓮縣第5選舉區,葉志豪,男,41,無,2,縣市議員
花蓮縣第5選舉區,督固．撒耘,男,57,中國國民黨,3,縣市議員
花蓮縣第5選舉區,周駿宥,男,40,中國國民黨,4,縣市議員
花蓮縣第5選舉區,李正文,男,57,無,5,縣市議員
花蓮縣第5選舉區,陳進德,男,56,中國國民黨,6,縣市議員
花蓮縣第5選舉區,林資斌,男,34,民主進步黨,7,縣市議員
花蓮縣第6選舉區,何進雄 Kin Cian．Ri Pun,男,53,中國國民黨,1,縣市議員
花蓮縣第6選舉區,林正福,男,57,中國國民黨,2,縣市議員
花蓮縣第6選舉區,賴國祥 O‧Seng‧Ka'ti,男,51,無,3,縣市議員
花蓮縣第6選舉區,蔡依靜 Lamen．Panay,女,39,無,4,縣市議員
花蓮縣第7選舉區,林玉芬,女,56,中國國民黨,1,縣市議員
花蓮縣第7選舉區,陳德仁,男,51,無,2,縣市議員
花蓮縣第7選舉區,陳建忠,男,63,中國國民黨,3,縣市議員
花蓮縣第7選舉區,葉微琪,女,52,無,4,縣市議員
花蓮縣第7選舉區,哈尼．噶照 Hani Kacaw,男,42,無,5,縣市議員
花蓮縣第8選舉區,連一龍,男,48,無,1,縣市議員
花蓮縣第8選舉區,田韻馨,女,46,無,2,縣市議員
花蓮縣第8選舉區,程美蓮,女,54,中國國民黨,3,縣市議員
花蓮縣第9選舉區,吳香蘭 Hisa‧Sakay,女,73,中國國民黨,1,縣市議員
花蓮縣第9選舉區,簡智隆,男,45,無,2,縣市議員
花蓮縣第10選舉區,高小成 Haisul．Tanapima,男,59,中國國民黨,1,縣市議員
花蓮縣第10選舉區,金淑敏,女,58,中國國民黨,2,縣市議員
臺東縣第1選舉區,周達三,男,56,中國國民黨,1,縣市議員
臺東縣第1選舉區,林冠任,男,46,台灣民眾黨,2,縣市議員
臺東縣第1選舉區,陳志峰,男,57,中國國民黨,3,縣市議員
臺東縣第1選舉區,林參天,男,64,無,4,縣市議員
臺東縣第1選舉區,吳秀華,女,49,中國國民黨,5,縣市議員
臺東縣第1選舉區,蔣明道,男,60,無,6,縣市議員
臺東縣第1選舉區,陳允萍,男,53,無,7,縣市議員
臺東縣第1選舉區,宋良安,男,58,無,8,縣市議員
臺東縣第1選舉區,黃治維,男,40,民主進步黨,9,縣市議員
臺東縣第1選舉區,吳景槐,男,60,無,10,縣市議員
臺東縣第1選舉區,余振維,男,43,民主進步黨,11,縣市議員
臺東縣第1選舉區,傅文鵬,男,53,中國國民黨,12,縣市議員
臺東縣第1選舉區,張躍贏,男,65,無,13,縣市議員
臺東縣第1選舉區,李建智,男,63,中國國民黨,14,縣市議員
臺東縣第1選舉區,林文隆,男,59,民主進步黨,15,縣市議員
臺東縣第1選舉區,王文怡,女,45,無,16,縣市議員
臺東縣第1選舉區,劉秋美,女,61,無,17,縣市議員
臺東縣第1選舉區,簡維國,男,49,民主進步黨,18,縣市議員
臺東縣第1選舉區,張國洲,男,65,中國國民黨,19,縣市議員
臺東縣第2選舉區,楊招信,男,68,中國國民黨,1,縣市議員
臺東縣第2選舉區,許文獻,男,57,民主進步黨,2,縣市議員
臺東縣第3選舉區,林東滿,男,73,中國國民黨,1,縣市議員
臺東縣第3選舉區,許進榮,男,56,無,2,縣市議員
臺東縣第4選舉區,戴文達,男,59,中國國民黨,1,縣市議員
臺東縣第4選舉區,潘貴蘭,女,42,無,2,縣市議員
臺東縣第4選舉區,陳宏宗,男,64,無,3,縣市議員
臺東縣第4選舉區,王瀚駿,男,55,台灣維新,4,縣市議員
臺東縣第4選舉區,張堯城,男,55,無,5,縣市議員
臺東縣第4選舉區,林金樺,男,52,民主進步黨,6,縣市議員
臺東縣第5選舉區,翁麗吟,女,65,中國國民黨,1,縣市議員
臺東縣第5選舉區,林曉彤,女,26,無,2,縣市議員
臺東縣第6選舉區,林誌鴻,男,46,無,1,縣市議員
臺東縣第6選舉區,王姷力,女,53,無,2,縣市議員
臺東縣第6選舉區,林為德,男,56,無,3,縣市議員
臺東縣第6選舉區,李數奼,女,67,中國國民黨,4,縣市議員
臺東縣第7選舉區,陽昇宏,男,56,中國國民黨,1,縣市議員
臺東縣第7選舉區,張信一,男,55,無,2,縣市議員
臺東縣第7選舉區,林秀信,男,76,無,3,縣市議員
臺東縣第7選舉區,方賢仁,男,66,中國國民黨,4,縣市議員
臺東縣第7選舉區,陳政宗,男,49,無,5,縣市議員
臺東縣第7選舉區,林琮翰,男,53,中國國民黨,6,縣市議員
臺東縣第8選舉區,鄭崗山,男,52,中國國民黨,1,縣市議員
臺東縣第8選舉區,江堅壽,男,63,無,2,縣市議員
臺東縣第9選舉區,尤忠正,男,66,中國國民黨,1,縣市議員
臺東縣第10選舉區,"楊清順
Cinsun Pawtawan",男,53,中國國民黨,1,縣市議員
臺東縣第11選舉區,"嚴惠美
Simoy．Sapod",女,57,無,1,縣市議員
臺東縣第11選舉區,楊秋珍,女,59,中國國民黨,2,縣市議員
臺東縣第11選舉區,高美珠,女,52,中國國民黨,3,縣市議員
臺東縣第11選舉區,武雪恩,女,54,無,4,縣市議員
臺東縣第12選舉區,古志成,男,51,中國國民黨,1,縣市議員
臺東縣第13選舉區,張全馨嵐,女,37,中國國民黨,1,縣市議員
臺東縣第13選舉區,江金香,女,53,無,2,縣市議員
臺東縣第13選舉區,余秀芳,女,55,無,3,縣市議員
臺東縣第14選舉區,"章正輝
Lemaljiz．Kusaza",男,59,中國國民黨,1,縣市議員
臺東縣第14選舉區,林本森,男,49,無,2,縣市議員
臺東縣第15選舉區,林芳如,女,38,無,1,縣市議員
臺東縣第15選舉區,葉巴格力亞斯振宇,男,57,無,2,縣市議員
臺東縣第15選舉區,蔡玉玲,女,53,中國國民黨,3,縣市議員
臺東縣第16選舉區,黃碧妹,女,60,無,1,縣市議員
臺東縣第16選舉區,黃天德,男,56,無,2,縣市議員
臺東縣第16選舉區,施森茂,男,60,無,3,縣市議員
澎湖縣第1選舉區,許智富,男,43,台灣民眾黨,1,縣市議員
澎湖縣第1選舉區,陳海山,男,72,無,2,縣市議員
澎湖縣第1選舉區,陳毓仁,男,33,無,3,縣市議員
澎湖縣第1選舉區,呂光宇,男,71,中國國民黨,4,縣市議員
澎湖縣第1選舉區,林建勳,男,35,中國國民黨,5,縣市議員
澎湖縣第1選舉區,呂黃春金,女,62,民主進步黨,6,縣市議員
澎湖縣第1選舉區,陳文謙,男,44,無,7,縣市議員
澎湖縣第1選舉區,藍凱元,男,46,無,8,縣市議員
澎湖縣第1選舉區,張再興,男,70,無,9,縣市議員
澎湖縣第1選舉區,歐中,男,64,中國國民黨,10,縣市議員
澎湖縣第1選舉區,胡松榮,男,76,無黨團結聯盟,11,縣市議員
澎湖縣第1選舉區,劉陳昭玲,女,66,中國國民黨,12,縣市議員
澎湖縣第1選舉區,蘇育德,男,36,民主進步黨,13,縣市議員
澎湖縣第1選舉區,盧長在,男,59,民主進步黨,14,縣市議員
澎湖縣第1選舉區,歐修智,男,58,無,15,縣市議員
澎湖縣第1選舉區,莊光大,男,54,無,16,縣市議員
澎湖縣第1選舉區,蘇陳綉色,女,65,無,17,縣市議員
澎湖縣第1選舉區,許國政,男,57,中國國民黨,18,縣市議員
澎湖縣第2選舉區,許育愷,男,57,無,1,縣市議員
澎湖縣第2選舉區,蔡清續,男,65,民主進步黨,2,縣市議員
澎湖縣第2選舉區,吳政杰,男,55,中國國民黨,3,縣市議員
澎湖縣第2選舉區,廖璟華,女,55,無,4,縣市議員
澎湖縣第3選舉區,魏睿宏,男,43,無,1,縣市議員
澎湖縣第3選舉區,宋昀芝,女,36,無,2,縣市議員
澎湖縣第4選舉區,薛雲鴻,男,60,無,1,縣市議員
澎湖縣第4選舉區,許月里,女,69,無,2,縣市議員
澎湖縣第5選舉區,陳佩真,女,39,無,1,縣市議員
澎湖縣第6選舉區,夏晨榮,男,62,無,1,縣市議員
澎湖縣第6選舉區,張仁和,男,58,無,2,縣市議員
金門縣第1選舉區,歐陽儀雄,男,49,中國國民黨,1,縣市議員
金門縣第1選舉區,石永城,男,49,無,2,縣市議員
金門縣第1選舉區,許玉昭,女,57,中國國民黨,3,縣市議員
金門縣第1選舉區,楊霈璿,男,28,無,4,縣市議員
金門縣第1選舉區,蔡其雍,男,51,民主進步黨,5,縣市議員
金門縣第1選舉區,周曉芸,女,46,台灣民眾黨,6,縣市議員
金門縣第1選舉區,楊永立,男,63,無,7,縣市議員
金門縣第1選舉區,陳泱瑚,男,48,無,8,縣市議員
金門縣第1選舉區,洪允典,男,70,中國國民黨,9,縣市議員
金門縣第1選舉區,李養生,男,70,無,10,縣市議員
金門縣第1選舉區,唐麗輝,女,65,無,11,縣市議員
金門縣第1選舉區,王碧珍,女,63,無,12,縣市議員
金門縣第1選舉區,許大鴻,男,25,無,13,縣市議員
金門縣第1選舉區,翁文奧,男,53,無,14,縣市議員
金門縣第1選舉區,董森堡,男,44,無,15,縣市議員
金門縣第1選舉區,胡凱宇,男,36,無,16,縣市議員
金門縣第2選舉區,陳錦偉,男,48,無,1,縣市議員
金門縣第2選舉區,黃子誠,男,27,無,2,縣市議員
金門縣第2選舉區,吳金鏷,男,56,無,3,縣市議員
金門縣第2選舉區,歐陽豪,男,42,無,4,縣市議員
金門縣第2選舉區,王國代,男,52,中國國民黨,5,縣市議員
金門縣第2選舉區,馬自壯,男,46,中國國民黨,6,縣市議員
金門縣第2選舉區,楊育菡,女,29,無,7,縣市議員
金門縣第2選舉區,周子傑,男,49,中國國民黨,8,縣市議員
金門縣第2選舉區,王秀玉,女,54,中國國民黨,9,縣市議員
金門縣第2選舉區,蔡水游,男,65,無,10,縣市議員
金門縣第2選舉區,林長鴻,男,55,中國國民黨,11,縣市議員
金門縣第2選舉區,吳佩雯,女,40,無,12,縣市議員
金門縣第2選舉區,張雲量,男,50,無,13,縣市議員
金門縣第3選舉區,洪成發,男,70,中國國民黨,1,縣市議員
金門縣第3選舉區,吳嘉將,男,60,無,2,縣市議員
金門縣第3選舉區,洪鴻斌,男,53,無,3,縣市議員
連江縣第1選舉區,曹爾章,男,52,無,1,縣市議員
連江縣第1選舉區,曹丞君,女,46,中國國民黨,2,縣市議員
連江縣第1選舉區,劉浩晨,男,31,民主進步黨,3,縣市議員
連江縣第1選舉區,陳書建,男,65,中國國民黨,4,縣市議員
連江縣第1選舉區,曹以標,男,59,無,5,縣市議員
連江縣第1選舉區,林惠萍,女,49,無,6,縣市議員
連江縣第1選舉區,林明揚,男,59,中國國民黨,7,縣市議員
連江縣第1選舉區,楊清宇,男,48,中國國民黨,8,縣市議員
連江縣第2選舉區,周瑞國,男,53,中國國民黨,1,縣市議員
連江縣第2選舉區,陳如嵐,男,52,中國國民黨,2,縣市議員
連江縣第2選舉區,陳玉發,男,62,中國國民黨,3,縣市議員
連江縣第3選舉區,陳善澔,男,52,無,1,縣市議員
連江縣第3選舉區,陳貽斌,男,53,中國國民黨,2,縣市議員
連江縣第4選舉區,馮印才,男,60,無,1,縣市議員
連江縣第4選舉區,張永江,男,62,中國國民黨,2,縣市議員
基隆市第1選舉區,張淵翔,男,45,中國國民黨,1,縣市議員
基隆市第1選舉區,呂美玲,女,58,中國國民黨,2,縣市議員
基隆市第1選舉區,林毓峯,男,44,台灣民眾黨,3,縣市議員
基隆市第1選舉區,藍敏煌,男,55,中國國民黨,4,縣市議員
基隆市第1選舉區,許睿慈,女,36,民主進步黨,5,縣市議員
基隆市第1選舉區,張顥瀚,男,32,民主進步黨,6,縣市議員
基隆市第2選舉區,陳軍佐,男,43,民主進步黨,1,縣市議員
基隆市第2選舉區,江鑒育,男,62,中國國民黨,2,縣市議員
基隆市第2選舉區,李嘉濠,男,35,無,3,縣市議員
基隆市第2選舉區,紀珈,女,30,台灣民眾黨,4,縣市議員
基隆市第2選舉區,韓世昱,男,34,中國國民黨,5,縣市議員
基隆市第2選舉區,陳宜,女,36,民主進步黨,6,縣市議員
基隆市第2選舉區,何淑萍,女,51,中國國民黨,7,縣市議員
基隆市第3選舉區,曾紀嚴,男,46,中國國民黨,1,縣市議員
基隆市第3選舉區,童子瑋,男,36,民主進步黨,2,縣市議員
基隆市第3選舉區,鄭文婷,女,54,民主進步黨,3,縣市議員
基隆市第3選舉區,紀文荃,男,35,中國國民黨,4,縣市議員
基隆市第3選舉區,莊榮欽,男,65,中國國民黨,5,縣市議員
基隆市第3選舉區,李依芩,女,25,台灣民眾黨,6,縣市議員
基隆市第3選舉區,張芳麗,女,70,中國國民黨,7,縣市議員
基隆市第4選舉區,宋瑋莉,女,65,中國國民黨,1,縣市議員
基隆市第4選舉區,張秉鈞,男,41,民主進步黨,2,縣市議員
基隆市第4選舉區,徐佑昇,男,34,台灣民眾黨,3,縣市議員
基隆市第4選舉區,郭美秀,女,58,親民黨,4,縣市議員
基隆市第4選舉區,張哲源,男,38,無,5,縣市議員
基隆市第4選舉區,施偉政,男,41,民主進步黨,6,縣市議員
基隆市第4選舉區,梁堂華,男,53,無,7,縣市議員
基隆市第4選舉區,莊敬聖,男,48,中國國民黨,8,縣市議員
基隆市第5選舉區,洪森永,男,57,民主進步黨,1,縣市議員
基隆市第5選舉區,江欣怡,女,27,時代力量,2,縣市議員
基隆市第5選舉區,秦鉦,男,69,中國國民黨,3,縣市議員
基隆市第5選舉區,莊錦田,男,69,親民黨,4,縣市議員
基隆市第5選舉區,林沛祥,男,45,中國國民黨,5,縣市議員
基隆市第5選舉區,俞叁發,男,57,中國國民黨,6,縣市議員
基隆市第5選舉區,許超勝,男,54,無,7,縣市議員
基隆市第5選舉區,吳驊珈,女,30,民主進步黨,8,縣市議員
基隆市第5選舉區,張之豪,男,41,民主進步黨,9,縣市議員
基隆市第5選舉區,李偉華,男,63,無,10,縣市議員
基隆市第5選舉區,鄭愷玲,女,52,中國國民黨,11,縣市議員
基隆市第5選舉區,黃紀棠,男,34,無,12,縣市議員
基隆市第5選舉區,張銘傑,男,72,無,13,縣市議員
基隆市第5選舉區,劉韋巡,男,38,台灣民眾黨,14,縣市議員
基隆市第5選舉區,黃永翔,男,37,無,15,縣市議員
基隆市第6選舉區,莫璦緁,女,55,無,1,縣市議員
基隆市第6選舉區,陳冠羽,男,29,無,2,縣市議員
基隆市第6選舉區,連恩典,男,64,中國國民黨,3,縣市議員
基隆市第6選舉區,林旻勳,男,32,無,4,縣市議員
基隆市第7選舉區,楊秀玉,女,55,親民黨,1,縣市議員
基隆市第7選舉區,陳愷閎,男,38,時代力量,2,縣市議員
基隆市第7選舉區,曾怡芳,女,34,民主進步黨,3,縣市議員
基隆市第7選舉區,蔡旺璉,男,68,中國國民黨,4,縣市議員
基隆市第7選舉區,張耿輝,男,61,無,5,縣市議員
基隆市第7選舉區,林坤明,男,64,民主進步黨,6,縣市議員
基隆市第8選舉區,拔耐．茹妮老王,女,51,無,1,縣市議員
基隆市第8選舉區,王尚潔,女,34,中國國民黨,2,縣市議員
基隆市第8選舉區,陳明建,男,60,無,3,縣市議員
新竹市第1選舉區,陳清智,男,51,中國國民黨,1,縣市議員
新竹市第1選舉區,陳錫文,男,38,台灣民眾黨,2,縣市議員
新竹市第1選舉區,李國璋,男,52,台灣民眾黨,3,縣市議員
新竹市第1選舉區,陳珍裕,男,43,無,4,縣市議員
新竹市第1選舉區,余邦彥,男,51,無,5,縣市議員
新竹市第1選舉區,周莉柔,女,35,無,6,縣市議員
新竹市第1選舉區,劉崇顯,男,32,綠黨,7,縣市議員
新竹市第1選舉區,段孝芳,女,62,中國國民黨,8,縣市議員
新竹市第1選舉區,宋品瑩,女,31,台灣民眾黨,9,縣市議員
新竹市第1選舉區,張祖琰,女,71,中國國民黨,10,縣市議員
新竹市第1選舉區,何志勇,男,42,中國國民黨,11,縣市議員
新竹市第1選舉區,林志雅,男,60,無,12,縣市議員
新竹市第1選舉區,謝佩妤,女,39,無,13,縣市議員
新竹市第1選舉區,鍾淑英,女,66,中國國民黨,14,縣市議員
新竹市第1選舉區,張文興,男,55,中國國民黨,15,縣市議員
新竹市第1選舉區,劉明鴻,男,46,無,16,縣市議員
新竹市第1選舉區,戴朝琴,男,58,無,17,縣市議員
新竹市第1選舉區,黃耀正,男,54,無,18,縣市議員
新竹市第1選舉區,黃文政,男,52,中國國民黨,19,縣市議員
新竹市第1選舉區,王銘宗,男,65,無,20,縣市議員
新竹市第1選舉區,蔡惠婷,女,40,時代力量,21,縣市議員
新竹市第1選舉區,曾資程,男,56,民主進步黨,22,縣市議員
新竹市第1選舉區,鄭美娟,女,39,民主進步黨,23,縣市議員
新竹市第1選舉區,黃家曄,女,38,無,24,縣市議員
新竹市第1選舉區,劉彥伶,女,34,民主進步黨,25,縣市議員
新竹市第2選舉區,何智昌,男,63,無,1,縣市議員
新竹市第2選舉區,王岢鈺,女,43,小民參政歐巴桑聯盟,2,縣市議員
新竹市第2選舉區,田雅芳,女,37,無,3,縣市議員
新竹市第2選舉區,許修睿,男,56,中國國民黨,4,縣市議員
新竹市第2選舉區,施乃如,女,45,民主進步黨,5,縣市議員
新竹市第2選舉區,徐美惠,女,46,中國國民黨,6,縣市議員
新竹市第2選舉區,黃立達,男,52,無,7,縣市議員
新竹市第2選舉區,何佳樺,女,58,無,8,縣市議員
新竹市第2選舉區,許登淇,男,37,台灣民眾黨,9,縣市議員
新竹市第2選舉區,陳鶴文,男,31,時代力量,10,縣市議員
新竹市第3選舉區,陳建名,男,37,民主進步黨,1,縣市議員
新竹市第3選舉區,施淑婷,女,35,台灣民眾黨,2,縣市議員
新竹市第3選舉區,陳治雄,男,63,中國國民黨,3,縣市議員
新竹市第4選舉區,林彥甫,男,33,時代力量,1,縣市議員
新竹市第4選舉區,孫鍚洲,男,66,無,2,縣市議員
新竹市第4選舉區,蔡文盛,男,46,台灣民眾黨,3,縣市議員
新竹市第4選舉區,顏政德,男,57,無,4,縣市議員
新竹市第4選舉區,劉康彥,男,34,民主進步黨,5,縣市議員
新竹市第4選舉區,黃美慧,女,54,中國國民黨,6,縣市議員
新竹市第4選舉區,彭昆耀,男,71,無,7,縣市議員
新竹市第4選舉區,蕭志潔,女,62,中國國民黨,8,縣市議員
新竹市第4選舉區,黃世禮,男,59,無,9,縣市議員
新竹市第4選舉區,楊玲宜,女,39,民主進步黨,10,縣市議員
新竹市第4選舉區,鄭慶欽,男,57,無,11,縣市議員
新竹市第4選舉區,曾泰程,男,47,無,12,縣市議員
新竹市第4選舉區,陳清全,男,73,無,13,縣市議員
新竹市第4選舉區,吳旭豐,男,36,中國國民黨,14,縣市議員
新竹市第5選舉區,陳慶齡,男,50,中國國民黨,1,縣市議員
新竹市第5選舉區,林盈徹,男,42,民主進步黨,2,縣市議員
新竹市第5選舉區,葉國文,男,50,台灣民眾黨,3,縣市議員
新竹市第5選舉區,廖子齊,女,37,時代力量,4,縣市議員
新竹市第5選舉區,吳國寶,男,52,無,5,縣市議員
新竹市第5選舉區,劉昊禮,男,34,無,6,縣市議員
新竹市第5選舉區,陳啓源,男,56,無,7,縣市議員
新竹市第5選舉區,鄭成光,男,73,無,8,縣市議員
新竹市第5選舉區,曾沛騰,男,48,無,9,縣市議員
新竹市第6選舉區,林慈愛,女,50,中國國民黨,1,縣市議員
嘉義市第1選舉區,林瑞霞,女,68,無,1,縣市議員
嘉義市第1選舉區,蔡永泉,男,70,台灣團結聯盟,2,縣市議員
嘉義市第1選舉區,張榮藏,男,80,無,3,縣市議員
嘉義市第1選舉區,陳家平,男,54,中國國民黨,4,縣市議員
嘉義市第1選舉區,傅大偉,男,59,中國國民黨,5,縣市議員
嘉義市第1選舉區,黃盈智,男,50,民主進步黨,6,縣市議員
嘉義市第1選舉區,郭文居,男,45,無,7,縣市議員
嘉義市第1選舉區,凌子楚,男,57,民主進步黨,8,縣市議員
嘉義市第1選舉區,梁樹綸,男,37,中國國民黨,9,縣市議員
嘉義市第1選舉區,郭定緯,男,29,中國國民黨,10,縣市議員
嘉義市第1選舉區,黃露慧,女,55,民主進步黨,11,縣市議員
嘉義市第1選舉區,林昱孜,女,32,台灣民眾黨,12,縣市議員
嘉義市第1選舉區,張敏琪,女,49,中國國民黨,13,縣市議員
嘉義市第1選舉區,顏色不分藍綠支持性專區顏色田慎節,女,33,無,14,縣市議員
嘉義市第1選舉區,吳家慧,女,51,無,15,縣市議員
嘉義市第1選舉區,翁渙瑤,男,34,台灣基進,16,縣市議員
嘉義市第1選舉區,李奕德,男,39,無,17,縣市議員
嘉義市第1選舉區,戴寧,女,40,無,18,縣市議員
嘉義市第2選舉區,李忠曆,男,57,無,1,縣市議員
嘉義市第2選舉區,黃大祐,男,52,民主進步黨,2,縣市議員
嘉義市第2選舉區,黃敏修,男,55,民主進步黨,3,縣市議員
嘉義市第2選舉區,蘇澤峰,男,38,無,4,縣市議員
嘉義市第2選舉區,許明對,男,50,民主進步黨,5,縣市議員
嘉義市第2選舉區,洪瑋庭,女,35,台灣基進,6,縣市議員
嘉義市第2選舉區,張閔舜,男,34,中國國民黨,7,縣市議員
嘉義市第2選舉區,王浩,男,32,時代力量,8,縣市議員
嘉義市第2選舉區,蘇慶良,男,49,中國國民黨,9,縣市議員
嘉義市第2選舉區,莊豐安,男,57,無,10,縣市議員
嘉義市第2選舉區,林煒軒,男,26,民主進步黨,11,縣市議員
嘉義市第2選舉區,陳品蓁,女,59,民主進步黨,12,縣市議員
嘉義市第2選舉區,張秀華,女,65,中國國民黨,13,縣市議員
嘉義市第2選舉區,孫貫志,男,62,無,14,縣市議員
嘉義市第2選舉區,林雪峰,女,53,中國國民黨,15,縣市議員
嘉義市第2選舉區,陳姿妏,女,60,無,16,縣市議員
嘉義市第2選舉區,李錦洋,男,56,無,17,縣市議員
嘉義市第2選舉區,黃思婷,女,35,無,18,縣市議員
嘉義市第2選舉區,蔡文旭,男,59,民主進步黨,19,縣市議員
嘉義市第2選舉區,鄭光宏,男,43,中國國民黨,20,縣市議員
嘉義市第2選舉區,王冠鈞,男,25,無,21,縣市議員
嘉義市第2選舉區,蔡坤叡,男,36,無,22,縣市議員
